"StudId"	"AssignedSchName"
4393	"Sick Preparatory"
4394	"sick preparatory"
4395	"Sick Preparatory"
4396	"Sick Preparatory"
4397	"Sick Preparatory"
4398	"Sick Preparatory"
4399	"XX"
4400	"XX"
4401	"sick preparatory"
4402	"The Sick Preparatory"
4403	"Sick Preparatory"
4404	"Sick Preparatory"
4405	"Sick Preparatory"
4406	"The Sick Preparatory"
4407	"the sick preparatory"
4408	"The Sick Preparatory"
4409	"The sick preparatory"
4410	"the sick preparatory"
4411	"The Sick Preparatory"
4412	"Sick Preparatory"
4413	"The Sick Preparatory"
4414	"The Sick Preparatory"
4415	"xx"
4416	"The Sick Preparatory"
4417	"sick preparatory"
4418	"Sick Preparatory"
4419	"Sick Preparatory"
4420	"The Sick Preparatory"
4421	"sick preparatory"
4422	"sick preparatory"
4423	"Sick Preparatory"
4424	"Sick Preparatory"
4425	"Sick Preparatory"
4426	"sick preparatory"
4427	"sick preparatory"
4428	"Sick Preparatory"
4429	"Sick Preparatory"
4430	"The Sick Preparatory"
4432	"The Sick Preparatory"
4433	"sick preparatory"
4434	"Sick Preparatory"
4435	"Sick Preparatory"
4436	"sick preparatory"
4437	"Sick Preparatory"
4440	"Sick Preparatory"
4441	"Sick Preparatory"
4443	"The Sick Preparatory"
4444	"The Sick Preparatory"
4445	"sick preparatory"
4446	"sick preparatory"
4447	"sick preparatory"
4448	"Sick Preparatory"
4449	"Sick Preparatory"
4450	"Sick Preparatory"
4451	"sick preparatory"
4453	"Sick Preparatory"
4454	"Sick Preparatory"
4455	"Sick Preparatory"
4456	"Sick Preparatory"
4457	"Sick Preparatory"
4458	"Sick Preparatory"
4459	"sick preparatory"
4460	"Sick Preparatory"
4461	"sick preparatory"
4462	"sick preparatory"
4463	"the sick preparatory"
4464	"Sick Preparatory"
4465	"Sick Preparatory"
4466	"The Sick Preparatory"
4467	"Sick Preparatory"
4468	"sick preparatory"
4469	"The Sick Preparatory"
4470	"Sick Preparatory"
4471	"sick preparatory"
4472	"The Sick Preparatory"
4473	"XX"
4475	"Sick Preparatory"
4476	"Sick Preparatory"
4477	"The Sick Preparatory"
4478	"The Sick Preparatory"
4479	"The Sick Preparatory"
4480	"Sick Preparatory"
4482	"the sick preparatory"
4483	"The Sick Preparatory"
4484	"sick preparatory"
4485	"Receiving School"
4486	"receiving school"
4487	"Receiving School"
4488	"The Receiving School"
4489	"receiving school"
4490	"Receiving School"
4491	"the receiving school"
4492	"Receiving School"
4493	"The Receiving School"
4494	"Receiving School"
4496	"The Receiving School"
4497	"Receiving School"
4498	"Receiving School"
4499	"Receiving School"
4500	"receiving school"
4501	"Receiving School"
4502	"The Receiving School"
4503	"Receiving School"
4504	"The receiving school"
4505	"Receiving School"
4506	"receiving school"
4507	"The receiving school"
4508	"receiving school"
4509	"The Receiving School"
4510	"Receiving School"
4511	"The receiving school"
4512	"Receiving School"
4513	"receiving school"
4514	"Receiving School"
4515	"Receiving School"
4516	"The Receiving School"
4517	"Receiving School"
4518	"receiving school"
4519	"xx"
4520	"Receiving School"
4521	"The Receiving School"
4522	"The Receiving School"
4524	"Receiving School"
4525	"The Receiving School"
4526	"receiving school"
4527	"the receiving school"
4528	"The Receiving School"
4529	"Receiving School"
4530	"Receiving School"
4531	"The Receiving School"
4532	"The Receiving School"
4533	"Receiving School"
4534	"Receiving School"
4535	"Receiving School"
4536	"Receiving School"
4537	"receiving school"
4538	"The Receiving School"
4539	"Receiving School"
4540	"Receiving School"
4541	"The Receiving School"
4542	"The Receiving School"
4543	"Receiving School"
4544	"The Receiving School"
4545	"the receiving school"
4546	"Receiving School"
4547	"the receiving school"
4548	"Receiving School"
4549	"receiving school"
4550	"Receiving School"
4551	"Receiving School"
4552	"The Receiving School"
4553	"Receiving School"
4554	"Receiving School"
4555	"receiving school"
4556	"The Receiving School"
4557	"receiving school"
4558	"Receiving School"
4559	"Receiving School"
4560	"The Receiving School"
4561	"Receiving School"
4562	"The Receiving School"
4563	"Receiving School"
4564	"Receiving School"
4565	"The receiving school"
4566	"Receiving School"
4567	"receiving school"
4568	"the receiving school"
4569	"the receiving school"
4570	"The Receiving School"
4571	"Receiving School"
4572	"The Receiving School"
4573	"Receiving School"
4574	"The Receiving School"
4575	"Receiving School"
4577	"The Receiving School"
4578	"Receiving School"
4579	"Receiving School"
4580	"the receiving school"
4581	"Receiving School"
4582	"Receiving School"
4583	"The Receiving School"
4584	"The Receiving School"
4585	"receiving school"
4586	"Receiving School"
4587	"The receiving school"
4588	"Receiving School"
4589	"receiving school"
4590	"receiving school"
4591	"receiving school"
4592	"Receiving School"
4594	"Receiving School"
4595	"receiving school"
4596	"receiving school"
4597	"Receiving School"
4598	"Receiving School"
4599	"The Receiving School"
4600	"receiving school"
4601	"Receiving School"
4602	"Receiving School"
4603	"Receiving School"
4604	"the receiving school"
4605	"The Receiving School"
4606	"Receiving School"
4607	"The receiving school"
4608	"receiving school"
4609	"Receiving School"
4611	"Receiving School"
4612	"Receiving School"
4613	"the receiving school"
4614	"The Receiving School"
4615	"Receiving School"
4617	"The Receiving School"
4618	"the receiving school"
4619	"the receiving school"
4622	"Receiving School"
4623	"the receiving school"
4624	"Receiving School"
4625	"Receiving School"
4626	"The Receiving School"
4627	"The Receiving School"
4628	"Receiving School"
4629	"Receiving School"
4630	"receiving school"
4631	"receiving school"
4632	"receiving school"
4634	"The Receiving School"
4635	"Receiving School"
4636	"The Receiving School"
4638	"The Receiving School"
4639	"The Receiving School"
4640	"Receiving School"
4641	"The Receiving School"
4642	"receiving school"
4644	"The Receiving School"
4645	"Receiving School"
4646	"receiving school"
4647	"the receiving school"
4648	"receiving school"
4649	"Receiving School"
4650	"Receiving School"
4651	"the receiving school"
4652	"The Receiving School"
4653	"Receiving School"
4654	"Receiving School"
4655	"the receiving school"
4656	"receiving school"
4657	"Receiving School"
4659	"The receiving school"
4660	"the receiving school"
4661	"The Receiving School"
4662	"Receiving School"
4663	"The receiving school"
4664	"The Receiving School"
4665	"The Receiving School"
4666	"Receiving School"
4667	"The receiving school"
4668	"Receiving School"
4669	"receiving school"
4670	"Receiving School"
4672	"Receiving School"
4673	"The Receiving School"
4674	"The Receiving School"
4675	"receiving school"
4676	"Receiving School"
4677	"Receiving School"
4678	"Receiving School"
4679	"Receiving School"
4680	"Receiving School"
4681	"The Receiving School"
4682	"Receiving School"
4683	"The Receiving School"
4684	"Receiving School"
4685	"Receiving School"
4686	"receiving school"
4687	"XX"
4688	"The Receiving School"
4689	"The Receiving School"
4690	"Receiving School"
4691	"Receiving School"
4692	"Receiving School"
4693	"The Receiving School"
4695	"Receiving School"
4696	"the receiving school"
4697	"The Receiving School"
4698	"The Receiving School"
4699	"receiving school"
4700	"The Receiving School"
4702	"The receiving school"
4703	"The Receiving School"
4704	"receiving school"
4705	"The receiving school"
4706	"The Receiving School"
4707	"The Receiving School"
4708	"Receiving School"
4709	"Receiving School"
4710	"Receiving School"
4711	"Receiving School"
4712	"receiving school"
4713	"Receiving School"
4714	"The Receiving School"
4715	"receiving school"
4716	"The Receiving School"
4717	"The Receiving School"
4718	"Receiving School"
4719	"the receiving school"
4720	"Receiving School"
4721	"The Receiving School"
4722	"Receiving School"
4723	"receiving school"
4724	"Receiving School"
4725	"receiving school"
4726	"Receiving School"
4727	"Receiving School"
4728	"Receiving School"
4729	"The Receiving School"
4730	"receiving school"
4731	"The Receiving School"
4732	"Receiving School"
4733	"receiving school"
4734	"The Receiving School"
4735	"the receiving school"
4736	"the receiving school"
4737	"Owner Academy"
4738	"The Owner Academy"
4741	"The Owner Academy"
4742	"owner academy"
4743	"Owner Academy"
4744	"The Owner Academy"
4745	"Owner Academy"
4747	"owner academy"
4748	"owner academy"
4749	"Owner Academy"
4750	"Owner Academy"
4751	"The Owner Academy"
4752	"The Owner Academy"
4753	"Owner Academy"
4754	"Owner Acad"
4756	"Owner Academy"
4757	"the owner academy"
4758	"owner academy"
4759	"Owner Academy"
4760	"owner academy"
4761	"Owner Academy"
4762	"Owner Academy"
4763	"The Owner Academy"
4764	"owner academy"
4765	"Owner Academy"
4767	"Owner Academy"
4768	"Owner Academy"
4769	"The Owner Academy"
4770	"Owner Academy"
4771	"Owner Academy"
4772	"Owner Acad"
4773	"owner academy"
4774	"Owner Academy"
4775	"Owner Academy"
4776	"XX"
4778	"Owner Academy"
4779	"XX"
4780	"The Owner Academy"
4782	"the owner academy"
4783	"Owner Academy"
4784	"The Owner Academy"
4785	"The Owner Academy"
4786	"the owner academy"
4787	"Owner Academy"
4788	"The Owner Academy"
4789	"XX"
4790	"Owner Academy"
4791	"Owner Academy"
4792	"The owner academy"
4793	"The Owner Academy"
4794	"The Owner Academy"
4795	"The Owner Academy"
4796	"The Owner Academy"
4797	"owner acad"
4798	"Owner Academy"
4799	"Owner Academy"
4800	"the owner academy"
4801	"The Owner Academy"
4802	"Owner Academy"
4803	"owner academy"
4804	"Owner Academy"
4805	"Owner Academy"
4806	"Owner Academy"
4807	"The Owner Academy"
4808	"Owner Academy"
4809	"The Owner Academy"
4810	"The owner academy"
4811	"Owner Academy"
4812	"Owner Academy"
4813	"The Owner Academy"
4814	"Owner Academy"
4815	"Owner Academy"
4816	"The Owner Academy"
4817	"Owner Academy"
4818	"Owner Acad"
4819	"owner academy"
4820	"Owner Academy"
4821	"Owner Academy"
4822	"Owner Academy"
4823	"owner academy"
4824	"The Owner Academy"
4825	"The Owner Academy"
4826	"Owner Academy"
4827	"Owner Academy"
4828	"the owner academy"
4829	"The Owner Academy"
4830	"Owner Academy"
4831	"XX"
4832	"Owner Academy"
4833	"owner academy"
4834	"Owner Academy"
4835	"Owner Academy"
4836	"Owner Academy"
4837	"the owner academy"
4838	"The Owner Academy"
4839	"Owner Academy"
4840	"Owner Academy"
4841	"The Owner Academy"
4842	"owner academy"
4843	"Owner Academy"
4844	"The Owner Academy"
4845	"Owner Academy"
4846	"Owner Academy"
4847	"Owner Academy"
4848	"the owner academy"
4849	"the owner academy"
4850	"Owner Academy"
4852	"Owner Academy"
4853	"owner acad"
4854	"Owner Academy"
4855	"Owner Academy"
4856	"Owner Academy"
4857	"owner academy"
4858	"owner academy"
4859	"owner academy"
4861	"Owner Acad"
4862	"the owner academy"
4863	"Owner Academy"
4864	"Owner Acad"
4865	"the owner academy"
4866	"owner academy"
4867	"Owner Acad"
4869	"The Owner Academy"
4870	"The Owner Academy"
4871	"Owner Academy"
4872	"XX"
4873	"The Owner Academy"
4874	"The Owner Academy"
4875	"The Owner Academy"
4876	"owner academy"
4877	"owner academy"
4878	"the owner academy"
4879	"The Owner Academy"
4880	"The Owner Academy"
4881	"The Owner Academy"
4882	"The owner academy"
4883	"owner academy"
4884	"Owner Academy"
4885	"The Owner Academy"
4886	"The Owner Academy"
4887	"The Owner Academy"
4888	"Owner Academy"
4889	"Owner Academy"
4890	"Owner Academy"
4891	"the owner academy"
4892	"Owner Academy"
4893	"The Owner Academy"
4894	"owner acad"
4895	"owner academy"
4896	"Owner Academy"
4897	"owner academy"
4898	"Owner Academy"
4899	"owner academy"
4901	"The Owner Academy"
4902	"The Owner Academy"
4903	"The owner academy"
4904	"the owner academy"
4905	"owner academy"
4906	"The Owner Academy"
4907	"Owner Academy"
4908	"the owner academy"
4909	"the owner academy"
4911	"Owner Acad"
4912	"Owner Academy"
4913	"Owner Academy"
4914	"Owner Acad"
4915	"The Owner Academy"
4916	"Owner Academy"
4917	"The Owner Academy"
4919	"The Owner Academy"
4920	"The Owner Academy"
4921	"Owner Academy"
4922	"Owner Academy"
4923	"Owner Academy"
4924	"The Owner Academy"
4925	"Owner Acad"
4927	"owner academy"
4928	"The Owner Academy"
4929	"The Owner Academy"
4930	"Owner Academy"
4931	"XX"
4932	"The Owner Academy"
4933	"The Owner Academy"
4934	"The Owner Academy"
4935	"The Owner Academy"
4936	"owner academy"
4937	"The Owner Academy"
4938	"Owner Academy"
4939	"owner academy"
4940	"the owner academy"
4941	"owner academy"
4942	"Owner Academy"
4943	"Owner Academy"
4944	"The Owner Acad"
4945	"Owner Academy"
4946	"Owner Academy"
4947	"Owner Acad"
4948	"Owner Acad"
4949	"owner acad"
4950	"Owner Academy"
4951	"The Owner Academy"
4952	"owner academy"
4953	"Owner Academy"
4954	"Owner Academy"
4955	"The Owner Academy"
4956	"owner academy"
4957	"The Owner Academy"
4959	"Owner Academy"
4960	"The Owner Academy"
4961	"The Owner Academy"
4962	"owner academy"
4963	"The owner academy"
4964	"the owner academy"
4965	"The Owner Academy"
4966	"The Owner Academy"
4967	"Owner Academy"
4968	"Owner Academy"
4969	"The Owner Academy"
4970	"owner academy"
4971	"The Owner Academy"
4972	"string school"
4973	"string school"
4974	"String School"
4975	"string school"
4977	"String School"
4978	"The String School"
4979	"String School"
4980	"string school"
4981	"the string school"
4982	"The String School"
4983	"the string school"
4984	"string school"
4985	"string school"
4986	"string school"
4987	"the string school"
4988	"String School"
4989	"String School"
4990	"The String School"
4991	"String School"
4992	"the string school"
4993	"The String School"
4994	"The String School"
4995	"string school"
4996	"The String School"
4997	"the string school"
4998	"The String School"
4999	"string school"
5000	"The String School"
5001	"The String School"
5002	"The String School"
5003	"String School"
5004	"The String School"
5006	"String School"
5007	"String School"
5010	"String School"
5011	"The String School"
5012	"String School"
5013	"string school"
5014	"String School"
5015	"The String School"
5016	"String School"
5017	"the string school"
5020	"The String School"
5021	"String School"
5022	"string school"
5023	"String School"
5024	"string school"
5025	"String School"
5026	"the string school"
5027	"String School"
5028	"The String School"
5029	"string school"
5030	"The String School"
5031	"String School"
5032	"The String School"
5034	"The String School"
5035	"The String School"
5036	"String School"
5037	"string school"
5039	"The String School"
5040	"String School"
5041	"The String School"
5042	"String School"
5043	"string school"
5044	"The String School"
5045	"String School"
5046	"String School"
5047	"the string school"
5048	"The String School"
5049	"String School"
5050	"The String School"
5051	"the string school"
5052	"String School"
5053	"The String School"
5054	"String School"
5055	"String School"
5056	"String School"
5057	"The String School"
5058	"The String School"
5059	"The String School"
5060	"string school"
5061	"String School"
5062	"String School"
5064	"String School"
5065	"string school"
5066	"The String School"
5067	"The String School"
5068	"The String School"
5069	"The String School"
5070	"The String School"
5071	"String School"
5072	"string school"
5073	"string school"
5074	"String School"
5075	"the string school"
5076	"String School"
5077	"The String School"
5078	"string school"
5080	"The String School"
5081	"string school"
5082	"string school"
5084	"The String School"
5085	"string school"
5086	"string school"
5087	"The string school"
5089	"String School"
5090	"String School"
5091	"The String School"
5092	"The string school"
5093	"String School"
5094	"XX"
5096	"String School"
5097	"xx"
5098	"String School"
5099	"The string school"
5100	"The String School"
5101	"The String School"
5102	"String School"
5103	"The String School"
5104	"string school"
5105	"string school"
5106	"String School"
5107	"String School"
5108	"String School"
5109	"The String School"
5110	"the string school"
5111	"String School"
5112	"The String School"
5114	"the string school"
5115	"String School"
5116	"The String School"
5117	"The string school"
5118	"The String School"
5119	"The String School"
5120	"String School"
5121	"String School"
5122	"string school"
5123	"The string school"
5124	"The String School"
5125	"The String School"
5126	"The String School"
5127	"String School"
5128	"The string school"
5129	"String School"
5130	"String School"
5131	"String School"
5132	"String School"
5133	"string school"
5134	"String School"
5135	"String School"
5137	"XX"
5138	"the string school"
5139	"The String School"
5140	"The String School"
5141	"String School"
5142	"String School"
5143	"The String School"
5144	"string school"
5145	"the string school"
5146	"String School"
5148	"String School"
5149	"the string school"
5150	"String School"
5151	"string school"
5152	"The String School"
5153	"String School"
5154	"The String School"
5155	"The String School"
5156	"string school"
5157	"string school"
5158	"The String School"
5159	"string school"
5160	"String School"
5161	"The String School"
5162	"String School"
5163	"String School"
5164	"string school"
5166	"String School"
5167	"The String School"
5168	"the string school"
5169	"String School"
5170	"string school"
5171	"The String School"
5172	"String School"
5173	"String School"
5174	"the string school"
5175	"String School"
5176	"string school"
5177	"The String School"
5178	"string school"
5179	"String School"
5181	"String School"
5182	"string school"
5183	"String School"
5184	"string school"
5185	"String School"
5186	"string school"
5187	"The String School"
5188	"XX"
5189	"string school"
5190	"String School"
5191	"The String School"
5192	"String School"
5193	"string school"
5194	"String School"
5195	"String School"
5196	"The String School"
5197	"string school"
5198	"Proven High School"
5199	"The Proven High School"
5200	"Proven High School"
5201	"Proven High School"
5202	"proven high school"
5203	"Proven High School"
5204	"proven high school"
5205	"The Proven High School"
5206	"Proven High School"
5207	"Proven High School"
5208	"Proven High School"
5209	"The Proven High School"
5210	"Proven High School"
5211	"Proven High School"
5212	"The Proven High School"
5213	"The Proven High School"
5214	"The Proven High School"
5215	"The Proven High School"
5216	"Proven High School"
5218	"The Proven High School"
5219	"proven high school"
5220	"Proven High School"
5221	"Proven High School"
5222	"proven high school"
5224	"proven high school"
5225	"Proven High School"
5226	"Proven High School"
5227	"proven high school"
5228	"The Proven High School"
5229	"The Proven High School"
5230	"Proven High School"
5231	"Proven High School"
5232	"Proven High School"
5233	"proven high school"
5234	"Proven High School"
5235	"proven high school"
5236	"Proven High School"
5237	"Proven High School"
5238	"Proven High School"
5239	"The Proven High School"
5240	"The Proven High School"
5241	"proven high school"
5243	"proven high school"
5244	"proven high school"
5245	"Proven High School"
5246	"XX"
5247	"the proven high school"
5248	"The proven high school"
5249	"The proven high school"
5250	"proven high school"
5251	"The Proven High School"
5252	"Proven High School"
5253	"Proven High School"
5254	"The Proven High School"
5255	"proven high school"
5256	"The Proven High School"
5257	"proven high school"
5258	"proven high school"
5259	"Proven High School"
5260	"Proven High School"
5261	"Proven High School"
5262	"the proven high school"
5263	"XX"
5264	"proven high school"
5265	"Proven High School"
5267	"XX"
5268	"Proven High School"
5269	"proven high school"
5270	"Proven High School"
5271	"The Proven High School"
5272	"proven high school"
5273	"proven high school"
5274	"The Proven High School"
5275	"The Proven High School"
5276	"The Proven High School"
5277	"proven high school"
5278	"proven high school"
5279	"Proven High School"
5280	"proven high school"
5281	"The Proven High School"
5282	"proven high school"
5283	"Proven High School"
5284	"The Proven High School"
5285	"Proven High School"
5286	"The Proven High School"
5287	"proven high school"
5288	"The Proven High School"
5290	"The Proven High School"
5291	"Proven High School"
5292	"The Proven High School"
5294	"Proven High School"
5295	"The Proven High School"
5296	"XX"
5298	"The Proven High School"
5299	"Proven High School"
5300	"Proven High School"
5301	"Proven High School"
5302	"the proven high school"
5303	"Proven High School"
5304	"The Proven High School"
5305	"Proven High School"
5306	"the proven high school"
5307	"the proven high school"
5308	"Proven High School"
5309	"The Proven High School"
5310	"Proven High School"
5311	"Proven High School"
5312	"Proven High School"
5313	"proven high school"
5314	"proven high school"
5315	"Proven High School"
5316	"The Proven High School"
5317	"Proven High School"
5318	"Proven High School"
5319	"proven high school"
5320	"proven high school"
5321	"proven high school"
5322	"The proven high school"
5323	"The Proven High School"
5324	"Proven High School"
5325	"Proven High School"
5327	"Proven High School"
5328	"The Proven High School"
5329	"The Proven High School"
5330	"Proven High School"
5331	"Proven High School"
5332	"proven high school"
5333	"proven high school"
5334	"Proven High School"
5335	"The Proven High School"
5336	"Proven High School"
5337	"the proven high school"
5338	"The Proven High School"
5339	"The proven high school"
5340	"proven high school"
5341	"proven high school"
5342	"Proven High School"
5343	"Proven High School"
5344	"The proven high school"
5345	"the proven high school"
5346	"proven high school"
5347	"Proven High School"
5348	"proven high school"
5349	"Proven High School"
5350	"the proven high school"
5351	"XX"
5352	"proven high school"
5353	"proven high school"
5354	"The Proven High School"
5355	"Proven High School"
5356	"proven high school"
5357	"The Proven High School"
5358	"The Proven High School"
5359	"Proven High School"
5361	"proven high school"
5362	"proven high school"
5363	"proven high school"
5364	"Proven High School"
5365	"Proven High School"
5367	"Proven High School"
5368	"The Proven High School"
5369	"The Proven High School"
5370	"The Proven High School"
5371	"Proven High School"
5372	"Proven High School"
5373	"Proven High School"
5374	"Proven High School"
5375	"The Proven High School"
5376	"Proven High School"
5377	"XX"
5378	"Proven High School"
5379	"The Proven High School"
5380	"proven high school"
5381	"The Proven High School"
5382	"Proven High School"
5383	"the proven high school"
5384	"The Proven High School"
5385	"Proven High School"
5386	"The Proven High School"
5387	"Proven High School"
5388	"The Proven High School"
5389	"Proven High School"
5391	"the proven high school"
5392	"Proven High School"
5393	"XX"
5395	"Proven High School"
5396	"Proven High School"
5397	"Proven High School"
5398	"Proven High School"
5399	"The proven high school"
5400	"Proven High School"
5401	"Proven High School"
5403	"Proven High School"
5404	"proven high school"
5405	"proven high school"
5406	"Proven High School"
5408	"The Proven High School"
5409	"proven high school"
5410	"proven high school"
5411	"The Proven High School"
5412	"proven high school"
5413	"Proven High School"
5414	"Proven High School"
5415	"Proven High School"
5416	"proven high school"
5417	"Proven High School"
5418	"proven high school"
5419	"Proven High School"
5420	"Proven High School"
5421	"Proven High School"
5422	"The Proven High School"
5423	"The Proven High School"
5424	"Proven High School"
5425	"Proven High School"
5426	"The Proven High School"
5428	"Proven High School"
5429	"The Proven High School"
5430	"The Proven High School"
5431	"The Proven High School"
5432	"The Dumping Charter"
5433	"dumping charter"
5434	"Dumping Charter"
5435	"Dumping Charter"
5436	"Dumping Charter"
5437	"XX"
5438	"The Dumping Charter"
5439	"Dumping Charter"
5440	"The Dumping Charter"
5441	"dumping charter"
5442	"Dumping Charter"
5443	"Dumping Charter"
5444	"Dumping Charter"
5445	"dumping charter"
5446	"dumping charter"
5447	"dumping charter"
5448	"dumping charter"
5449	"Dumping Charter"
5450	"The Dumping Charter"
5451	"The Dumping Charter"
5452	"dumping charter"
5453	"dumping charter"
5454	"Dumping Charter"
5455	"The Dumping Charter"
5456	"dumping charter"
5457	"XX"
5458	"the dumping charter"
5460	"dumping charter"
5461	"XX"
5462	"the dumping charter"
5464	"the dumping charter"
5465	"Dumping Charter"
5466	"The Dumping Charter"
5467	"the dumping charter"
5468	"Dumping Charter"
5469	"Dumping Charter"
5470	"The Dumping Charter"
5471	"Dumping Charter"
5472	"The Dumping Charter"
5473	"The Dumping Charter"
5474	"Dumping Charter"
5475	"Dumping Charter"
5476	"dumping charter"
5478	"the dumping charter"
5479	"The Dumping Charter"
5480	"Dumping Charter"
5481	"dumping charter"
5482	"Dumping Charter"
5483	"the dumping charter"
5484	"Dumping Charter"
5485	"The Dumping Charter"
5486	"The Dumping Charter"
5487	"Dumping Charter"
5488	"the dumping charter"
5489	"The Dumping Charter"
5490	"dumping charter"
5492	"the dumping charter"
5493	"the dumping charter"
5494	"dumping charter"
5495	"dumping charter"
5496	"Dumping Charter"
5497	"The Dumping Charter"
5498	"Dumping Charter"
5499	"Dumping Charter"
5500	"dumping charter"
5501	"The Dumping Charter"
5502	"The Dumping Charter"
5503	"The Dumping Charter"
5504	"The Dumping Charter"
5505	"the dumping charter"
5506	"dumping charter"
5507	"Dumping Charter"
5508	"the dumping charter"
5509	"The Dumping Charter"
5510	"dumping charter"
5511	"The Dumping Charter"
5512	"The Dumping Charter"
5513	"Dumping Charter"
5514	"Dumping Charter"
5515	"Dumping Charter"
5516	"Dumping Charter"
5517	"the dumping charter"
5518	"Dumping Charter"
5519	"Dumping Charter"
5520	"the dumping charter"
5522	"Dumping Charter"
5523	"The Dumping Charter"
5524	"dumping charter"
5525	"Dumping Charter"
5526	"Dumping Charter"
5527	"Dumping Charter"
5528	"The Dumping Charter"
5529	"dumping charter"
5530	"The Dumping Charter"
5531	"The Dumping Charter"
5532	"The dumping charter"
5533	"The Dumping Charter"
5534	"dumping charter"
5535	"dumping charter"
5536	"Dumping Charter"
5537	"Dumping Charter"
5538	"the dumping charter"
5539	"Dumping Charter"
5540	"dumping charter"
5541	"dumping charter"
5542	"The Dumping Charter"
5543	"The Dumping Charter"
5545	"Dumping Charter"
5546	"The Dumping Charter"
5547	"Dumping Charter"
5548	"Dumping Charter"
5549	"Dumping Charter"
5550	"The Dumping Charter"
5551	"The Dumping Charter"
5552	"The dumping charter"
5553	"XX"
5554	"dumping charter"
5555	"The Dumping Charter"
5556	"the dumping charter"
5557	"Dumping Charter"
5558	"The Dumping Charter"
5559	"The dumping charter"
5560	"Dumping Charter"
5561	"Dumping Charter"
5562	"Dumping Charter"
5563	"dumping charter"
5565	"dumping charter"
5566	"The Dumping Charter"
5567	"dumping charter"
5569	"the dumping charter"
5570	"Dumping Charter"
5571	"the dumping charter"
5572	"The Dumping Charter"
5574	"Dumping Charter"
5575	"Dumping Charter"
5576	"Dumping Charter"
5577	"The dumping charter"
5578	"dumping charter"
5579	"Dumping Charter"
5580	"the dumping charter"
5581	"Dumping Charter"
5582	"Dumping Charter"
5583	"The Dumping Charter"
5584	"Dumping Charter"
5585	"Dumping Charter"
5586	"Dumping Charter"
5587	"dumping charter"
5588	"dumping charter"
5589	"Dumping Charter"
5590	"Dumping Charter"
5591	"dumping charter"
5592	"The Dumping Charter"
5593	"The Dumping Charter"
5594	"The Dumping Charter"
5595	"The Dumping Charter"
5596	"Dumping Charter"
5597	"Dumping Charter"
5598	"Dumping Charter"
5599	"The Dumping Charter"
5600	"Dumping Charter"
5601	"Dumping Charter"
5602	"dumping charter"
5603	"Dumping Charter"
5604	"The Dumping Charter"
5605	"the dumping charter"
5607	"The Dumping Charter"
5608	"the dumping charter"
5609	"dumping charter"
5611	"The Dumping Charter"
5612	"The Dumping Charter"
5613	"Dumping Charter"
5614	"Dumping Charter"
5616	"Dumping Charter"
5617	"Dumping Charter"
5618	"dumping charter"
5619	"dumping charter"
5620	"dumping charter"
5621	"Dumping Charter"
5622	"dumping charter"
5623	"Dumping Charter"
5624	"dumping charter"
5625	"Dumping Charter"
5626	"The Dumping Charter"
5627	"Dumping Charter"
5629	"Dumping Charter"
5630	"The dumping charter"
5631	"Dumping Charter"
5632	"Dumping Charter"
5633	"XX"
5634	"XX"
5635	"The dumping charter"
5636	"Dumping Charter"
5637	"The Dumping Charter"
5639	"Dumping Charter"
5640	"The Dumping Charter"
5641	"dumping charter"
5642	"Dumping Charter"
5643	"the dumping charter"
5644	"XX"
5646	"The Dumping Charter"
5647	"the dumping charter"
5648	"The Dumping Charter"
5649	"The Dumping Charter"
5650	"The Dumping Charter"
5651	"Dumping Charter"
5652	"dumping charter"
5653	"dumping charter"
5654	"the yellow charter"
5655	"The Yellow Charter"
5656	"The Yellow Charter"
5657	"Yellow Charter"
5658	"Yellow Charter"
5659	"The Yellow Charter"
5660	"Yellow Charter"
5661	"The Yellow Charter"
5662	"yellow charter"
5663	"The Yellow Charter"
5664	"the yellow charter"
5665	"Yellow Charter"
5666	"Yellow Charter"
5667	"Yellow Charter"
5668	"Yellow Charter"
5669	"the yellow charter"
5670	"XX"
5671	"Yellow Charter"
5672	"Yellow Charter"
5673	"Yellow Charter"
5674	"Yellow Charter"
5675	"XX"
5676	"The Yellow Charter"
5677	"The Yellow Charter"
5678	"Yellow Charter"
5679	"Yellow Charter"
5680	"Yellow Charter"
5681	"xx"
5682	"Yellow Charter"
5683	"The Yellow Charter"
5684	"Yellow Charter"
5685	"Yellow Charter"
5686	"yellow charter"
5688	"The yellow charter"
5689	"The Yellow Charter"
5690	"yellow charter"
5691	"The Yellow Charter"
5692	"The Yellow Charter"
5693	"yellow charter"
5694	"The Yellow Charter"
5695	"yellow charter"
5696	"Yellow Charter"
5697	"The Yellow Charter"
5698	"The Yellow Charter"
5699	"The Yellow Charter"
5700	"The Yellow Charter"
5701	"Yellow Charter"
5702	"The Yellow Charter"
5703	"the yellow charter"
5704	"The Yellow Charter"
5705	"The yellow charter"
5706	"xx"
5707	"Yellow Charter"
5708	"Yellow Charter"
5709	"The yellow charter"
5710	"The Yellow Charter"
5711	"yellow charter"
5712	"yellow charter"
5714	"The Yellow Charter"
5715	"the yellow charter"
5716	"The Yellow Charter"
5717	"Yellow Charter"
5718	"Yellow Charter"
5719	"the yellow charter"
5720	"The Yellow Charter"
5721	"the yellow charter"
5722	"yellow charter"
5723	"Yellow Charter"
5724	"The Yellow Charter"
5725	"The Yellow Charter"
