"Student Id","Student Race","Student Gender","Pretest Score","Posttest Score"
3916,"Sweet","Treble",78,126
3917,"Sour","Bass",113,116
3918,"Sweet","Treble",105,135
3919,"Sweet","Bass",105,108
3920,"Salty","Treble",99,113
3921,"Sweet","Bass",79,113
3922,"Sweet","Bass",70,187
3923,"Bitter","Bass",999,186
3924,"Sweet","Treble",73,117
3925,"Sweet","Bass",142,184
3926,"Sweet","Bass",106,154
3927,"Salty","Bass",98,65
3928,"Salty","Bass",101,174
3929,"Sour","Bass",104,129
3930,"Sweet","Bass",999,183
3931,"Sour","Treble",125,196
3932,"Sweet","Bass",999,135
3933,"Sour","Treble",97,96
3934,"Sweet","Bass",88,185
3935,"Sour","Treble",127,158
3936,"Sour","Bass",118,181
3937,"Sour","Treble",73,52
3938,"Sour","Treble",119,140
3939,"Sour","Treble",90,139
3940,"Sweet","Bass",95,154
3941,"Sour","Treble",122,173
3942,"Sour","Treble",109,82
3943,"Bitter","Treble",90,999
3944,"Sweet","Bass",78,145
3945,"Sour","Treble",90,129
3946,"Sour","Treble",107,63
3947,"Sweet","Treble",105,153
3948,"Sweet","Treble",83,127
3949,"Sour","Treble",82,157
3950,"Bitter","Bass",140,236
3951,"Sweet","Treble",41,50
3952,"Sweet","Bass",96,144
3953,"Sour","Treble",97,83
3954,"Sweet","Bass",94,127
3955,"Sour","Treble",113,168
3956,"Sour","Treble",NA,118
3957,"Salty","Bass",99,170
3958,"Sweet","Bass",95,154
3959,"Salty","Bass",999,188
3960,"Sweet","Bass",115,88
3961,"Sweet","Bass",117,156
3962,"Sour","Treble",60,51
3963,"Sweet","Bass",98,98
3964,"Bitter","Treble",101,172
3965,"Salty","Bass",89,104
3966,"Sweet","Bass",100,157
3967,"Sweet","Bass",57,120
3968,"Bitter","Treble",105,148
3969,"Sour","Treble",999,195
3970,"Sour","Treble",125,93
3971,"Sour","Treble",78,135
3972,"Sweet","Treble",120,184
3973,"Sweet","Bass",95,123
3974,"Salty","Treble",101,166
3975,"Bitter","Treble",104,139
3976,"Sour","Bass",999,102
3977,"Sweet","Bass",71,87
3978,"Salty","Bass",110,161
3979,"Sweet","Treble",80,83
3980,"Sweet","Treble",74,133
3981,"Bitter","Bass",65,77
3982,"Bitter","Treble",72,116
3983,"Sour","Bass",123,181
3984,"Sweet","Treble",110,189
3985,"Bitter","Bass",131,191
3986,"Sour","Treble",136,207
3987,"Sour","Treble",113,999
3988,"Sour","Bass",96,114
3989,"Sour","Treble",88,89
3990,"Sour","Treble",76,108
3991,"Sour","Treble",62,138
3992,"Sweet","Bass",999,227
3993,"Sour","Treble",82,201
3994,"Sour","Treble",101,148
3995,"Sour","Treble",100,120
3996,"Sour","Treble",92,102
3997,"Sweet","Bass",83,65
3998,"Sweet","Bass",119,197
3999,"Salty","Bass",94,128
4000,"Sour","Bass",123,151
4001,"Sour","Bass",97,88
4002,"Sweet","Bass",111,46
4003,"Sweet","Bass",95,165
4004,"Bitter","Treble",95,146
4005,"Sweet","Bass",105,153
4006,"Salty","Bass",92,154
4007,"Bitter","Treble",113,153
4008,"Sour","Bass",102,146
4009,"Sweet","Treble",81,162
4010,"Sour","Treble",86,48
4011,"Sour","Treble",87,175
4012,"Sweet","Bass",95,999
4013,"Sour","Bass",106,142
4014,"Sour","Treble",131,186
4015,"Salty","Bass",81,82
4016,"Sweet","Bass",110,167
4017,"Sweet","Bass",70,97
4018,"Sweet","Bass",79,108
4019,"Sour","Bass",999,149
4020,"Sour","Treble",102,191
4021,"Sweet","Bass",105,101
4022,"Sour","Bass",137,137
4023,"Salty","Treble",90,104
4024,"Bitter","Treble",99,137
4025,"Sweet","Treble",103,175
4026,"Sour","Treble",98,130
4027,"Bitter","Bass",114,153
4028,"Sour","Treble",92,189
4029,"Sour","Treble",86,157
4030,"Sour","Treble",124,200
4031,"Sour","Bass",147,234
4032,"Sour","Bass",999,165
4033,"Sour","Treble",87,126
4034,"Sour","Treble",92,127
4035,"Sweet","Treble",81,154
4036,"Sour","Bass",98,115
4037,"Sour","Bass",109,113
4038,"Sour","Treble",123,167
4039,"Sweet","Bass",83,144
4040,"Sour","Treble",76,76
4041,"Sweet","Treble",999,33
4042,"Sweet","Treble",62,133
4043,"Sour","Treble",98,99
4044,"Sweet","Bass",NA,148
4045,"Salty","Treble",999,99
4046,"Sweet","Bass",102,141
4047,"Sour","Treble",105,163
4048,"Salty","Treble",128,999
4049,"Sour","Treble",89,160
4050,"Salty","Treble",97,166
4051,"Sweet","Treble",112,130
4052,"Sweet","Treble",77,106
4053,"Sour","Treble",119,149
4054,"Sweet","Bass",113,191
4055,"Sour","Treble",90,121
4056,"Bitter","Bass",999,112
4057,"Sour","Treble",81,145
4058,"Sweet","Treble",88,58
4059,"Sour","Treble",107,164
4060,"Sour","Treble",93,125
4061,"Bitter","Treble",96,165
4062,"Sour","Treble",101,129
4063,"Sour","Treble",82,999
4064,"Bitter","Treble",106,142
4065,"Sweet","Bass",92,83
4066,"Salty","Treble",97,123
4067,"Sweet","Bass",78,91
4068,"Sweet","Bass",83,75
4069,"Sweet","Treble",57,76
4070,"Sweet","Treble",92,156
4071,"Sweet","Bass",103,139
4072,"Sour","Bass",116,95
4073,"Sour","Treble",84,128
4074,"Sweet","Treble",87,86
4075,"Sour","Bass",115,148
4076,"Bitter","Bass",105,168
4077,"Salty","Bass",114,167
4078,"Sour","Treble",91,126
4079,"Sweet","Treble",88,134
4080,"Sweet","Treble",122,132
4081,"Sweet","Bass",121,159
4082,"Sweet","Treble",80,125
4083,"Sweet","Treble",98,124
4084,"Sweet","Bass",80,109
4085,"Sweet","Bass",108,999
4086,"Sour","Bass",135,182
4087,"Bitter","Treble",122,183
4088,"Sour","Treble",97,100
4089,"Sour","Treble",103,114
4090,"Sweet","Bass",83,173
4091,"Sour","Bass",116,169
4092,"Sweet","Bass",89,134
4093,"Salty","Bass",999,154
4094,"Sour","Treble",117,999
4095,"Sweet","Bass",104,127
4096,"Sweet","Treble",98,123
4097,"Sour","Treble",93,138
4098,"Sweet","Bass",105,190
4099,"Sour","Bass",123,173
4100,"Sour","Treble",116,999
4101,"Salty","Bass",99,87
4102,"Sour","Treble",999,999
4103,"Sweet","Bass",90,154
4104,"Bitter","Bass",131,207
4105,"Bitter","Bass",101,134
4106,"Sweet","Treble",89,132
4107,"Sour","Treble",95,147
4108,"Sour","Treble",89,59
4109,"Sweet","Bass",106,187
4110,"Sour","Treble",87,152
4111,"Sweet","Bass",96,108
4112,"Salty","Treble",104,142
4113,"Sweet","Bass",126,198
4114,"Sweet","Bass",117,163
4115,"Sweet","Bass",88,84
4116,"Sweet","Treble",78,136
4117,"Sour","Treble",94,151
4118,"Sour","Treble",105,166
4119,"Bitter","Treble",96,161
4120,"Salty","Bass",118,195
4121,"Sweet","Bass",92,111
4122,"Bitter","Treble",85,141
4123,"Bitter","Bass",139,151
4124,"Sour","Bass",107,112
4125,"Sweet","Treble",56,127
4126,"Sweet","Bass",85,119
4127,"Sour","Bass",98,147
4128,"Salty","Bass",134,162
4129,"Sweet","Bass",112,141
4130,"Bitter","Treble",95,109
4131,"Sour","Treble",101,138
4132,"Sweet","Bass",102,126
4133,"Sweet","Treble",60,156
4134,"Bitter","Bass",122,183
4135,"Sweet","Bass",79,144
4136,"Sour","Treble",112,131
4137,"Sour","Bass",119,136
4138,"Sweet","Bass",78,147
4139,"Sour","Treble",83,125
4140,"Sweet","Bass",119,164
4141,"Bitter","Bass",95,128
4142,"Salty","Treble",NA,162
4143,"Sour","Bass",115,180
4144,"Sour","Treble",89,133
4145,"Salty","Treble",131,206
4146,"Sweet","Bass",113,134
4147,"Sour","Treble",999,216
4148,"Bitter","Bass",103,999
4149,"Salty","Bass",123,194
4150,"Salty","Bass",71,152
4151,"Sour","Bass",138,226
4152,"Sweet","Treble",77,89
4153,"Sour","Treble",106,162
4154,"Sweet","Bass",95,77
4155,"Sweet","Bass",94,150
4156,"Sour","Treble",56,138
4157,"Sweet","Bass",109,174
4158,"Sweet","Bass",97,128
4159,"Sweet","Treble",103,218
4160,"Sour","Treble",59,117
4161,"Sweet","Bass",99,141
4162,"Sour","Bass",103,151
4163,"Sweet","Treble",85,120
4164,"Sour","Treble",68,118
4165,"Sour","Bass",108,168
4166,"Sour","Treble",114,120
4167,"Sour","Treble",88,109
4168,"Sour","Treble",133,199
4169,"Sour","Treble",84,122
4170,"Sweet","Bass",110,176
4171,"Salty","Bass",999,106
4172,"Bitter","Bass",999,114
4173,"Sour","Treble",108,154
4174,"Sour","Treble",81,127
4175,"Sour","Bass",144,172
4176,"Sweet","Treble",67,106
4177,"Sour","Treble",99,131
4178,"Bitter","Bass",126,156
4179,"Salty","Treble",999,164
4180,"Sour","Treble",81,149
4181,"Sweet","Bass",104,196
4182,"Salty","Bass",84,143
4183,"Bitter","Bass",106,77
4184,"Sweet","Bass",94,187
4185,"Sour","Bass",146,170
4186,"Bitter","Bass",88,154
4187,"Salty","Bass",122,181
4188,"Sour","Treble",93,153
4189,"Sweet","Bass",111,204
4190,"Sweet","Bass",112,199
4191,"Sour","Treble",103,92
4192,"Sour","Treble",999,999
4193,"Sour","Treble",91,126
4194,"Sweet","Bass",103,139
4195,"Sour","Treble",111,171
4196,"Sour","Treble",80,148
4197,"Bitter","Treble",98,186
4198,"Sour","Bass",144,226
4199,"Sweet","Bass",106,104
4200,"Sour","Bass",91,112
4201,"Sour","Treble",101,99
4202,"Sweet","Treble",94,88
4203,"Sweet","Bass",106,118
4204,"Sweet","Treble",95,89
4205,"Sour","Bass",112,195
4206,"Sweet","Treble",96,115
4207,"Sweet","Bass",122,165
4208,"Sweet","Bass",107,999
4209,"Sour","Bass",116,154
4210,"Sour","Treble",80,999
4211,"Sweet","Bass",95,118
4212,"Sour","Treble",117,166
4213,"Sweet","Treble",85,160
4214,"Salty","Bass",120,179
4215,"Sweet","Bass",99,113
4216,"Sour","Treble",98,112
4217,"Sour","Treble",71,73
4218,"Sweet","Treble",117,171
4219,"Sour","Treble",124,191
4220,"Sour","Bass",999,183
4221,"Sweet","Bass",117,133
4222,"Salty","Bass",109,118
4223,"Bitter","Treble",90,101
4224,"Salty","Bass",110,161
4225,"Sour","Treble",66,107
4226,"Bitter","Bass",999,999
4227,"Sour","Treble",114,133
4228,"Sour","Bass",108,999
4229,"Bitter","Treble",99,166
4230,"Sweet","Bass",95,140
4231,"Sour","Treble",123,156
4232,"Sour","Treble",108,198
4233,"Salty","Treble",98,117
4234,"Sour","Treble",91,128
4235,"Sweet","Bass",NA,227
4236,"Sour","Treble",93,131
4237,"Sweet","Bass",106,140
4238,"Sour","Treble",106,999
4239,"Salty","Treble",108,189
4240,"Sweet","Bass",106,137
4241,"Sweet","Treble",111,120
4242,"Sweet","Treble",97,232
4243,"Sour","Treble",75,999
4244,"Sour","Treble",109,153
4245,"Sour","Treble",109,149
4246,"Sweet","Bass",99,86
4247,"Sweet","Bass",120,187
4248,"Sweet","Bass",90,82
4249,"Sweet","Treble",81,153
4250,"Sour","Treble",90,119
4251,"Salty","Treble",63,83
4252,"Sweet","Treble",99,193
4253,"Salty","Treble",77,150
4254,"Sour","Bass",129,176
4255,"Sweet","Bass",97,119
4256,"Sweet","Bass",109,167
4257,"Sour","Treble",101,171
4258,"Sweet","Treble",80,141
4259,"Bitter","Treble",115,180
4260,"Sweet","Bass",999,149
4261,"Salty","Treble",98,999
4262,"Sweet","Bass",91,177
4263,"Sweet","Treble",91,96
4264,"Sweet","Bass",110,200
4265,"Sweet","Bass",122,999
4266,"Sour","Treble",112,170
4267,"Sour","Treble",96,80
4268,"Sour","Treble",104,99
4269,"Sweet","Treble",76,102
4270,"Sour","Treble",74,155
4271,"Sour","Treble",102,190
4272,"Salty","Bass",105,125
4273,"Sweet","Bass",106,154
4274,"Salty","Bass",110,200
4275,"Sweet","Bass",999,130
4276,"Sour","Treble",95,165
4277,"Bitter","Treble",128,178
4278,"Sweet","Bass",94,142
4279,"Sweet","Bass",99,83
4280,"Salty","Treble",95,152
4281,"Sweet","Bass",121,133
4282,"Sour","Treble",111,178
4283,"Sour","Treble",120,170
4284,"Sweet","Bass",106,153
4285,"Sour","Treble",121,999
4286,"Sweet","Bass",112,145
4287,"Sweet","Treble",75,130
4288,"Sweet","Bass",102,135
4289,"Sour","Treble",80,138
4290,"Sour","Bass",105,113
4291,"Sweet","Bass",82,97
4292,"Sweet","Bass",61,115
4293,"Sweet","Bass",129,165
4294,"Sour","Treble",120,196
4295,"Salty","Bass",126,117
4296,"Sweet","Bass",89,104
4297,"Sweet","Bass",116,177
4298,"Bitter","Bass",117,172
4299,"Sweet","Bass",90,208
4300,"Bitter","Treble",100,178
4301,"Sweet","Bass",NA,111
4302,"Salty","Bass",98,164
4303,"Sweet","Bass",92,125
4304,"Sweet","Bass",143,999
4305,"Salty","Treble",98,100
4306,"Sweet","Bass",81,177
4307,"Sour","Bass",NA,170
4308,"Sour","Treble",104,165
4309,"Sour","Treble",73,163
4310,"Salty","Bass",85,82
4311,"Sweet","Bass",82,132
4312,"Sweet","Bass",84,126
4313,"Sweet","Bass",122,156
4314,"Sour","Treble",113,146
4315,"Bitter","Treble",121,167
4316,"Sweet","Bass",119,220
4317,"Sour","Bass",105,153
4318,"Sour","Treble",122,198
4319,"Salty","Bass",96,123
4320,"Sweet","Bass",99,156
4321,"Sour","Bass",121,172
4322,"Sweet","Bass",101,126
4323,"Bitter","Treble",38,52
4324,"Sour","Bass",133,217
4325,"Bitter","Treble",82,102
4326,"Sour","Treble",95,144
4327,"Sour","Treble",85,166
4328,"Sour","Bass",116,164
4329,"Sweet","Treble",86,999
4330,"Sour","Treble",84,119
4331,"Bitter","Treble",91,222
4332,"Sweet","Bass",67,123
4333,"Sour","Treble",79,104
4334,"Sweet","Bass",68,115
4335,"Salty","Bass",105,141
4336,"Bitter","Treble",83,133
4337,"Sweet","Bass",88,147
4338,"Sour","Treble",121,157
4339,"Bitter","Treble",NA,184
4340,"Sour","Treble",96,154
4341,"Sour","Bass",113,154
4342,"Sour","Treble",69,151
4343,"Bitter","Bass",112,999
4344,"Sour","Treble",67,135
4345,"Salty","Bass",142,194
4346,"Sweet","Treble",64,156
4347,"Sweet","Treble",119,181
4348,"Sour","Bass",93,153
4349,"Bitter","Treble",99,142
4350,"Sweet","Bass",51,101
4351,"Sweet","Bass",NA,100
4352,"Sour","Treble",NA,226
4353,"Sweet","Bass",NA,137
4354,"Bitter","Bass",117,999
4355,"Sweet","Bass",98,143
4356,"Sweet","Bass",74,40
4357,"Salty","Treble",56,116
4358,"Sweet","Bass",129,161
4359,"Sour","Bass",135,102
4360,"Sweet","Bass",133,186
4361,"Sour","Bass",119,158
4362,"Bitter","Treble",108,208
4363,"Sweet","Bass",999,123
4364,"Sweet","Bass",91,123
4365,"Sour","Treble",105,151
4366,"Sweet","Bass",107,139
4367,"Sweet","Bass",112,113
4368,"Bitter","Treble",NA,116
4369,"Sour","Bass",99,164
4370,"Sour","Treble",107,179
4371,"Bitter","Treble",75,121
4372,"Sweet","Treble",86,95
4373,"Sour","Treble",999,83
4374,"Bitter","Treble",98,153
4375,"Sweet","Bass",82,54
4376,"Salty","Bass",100,172
4377,"Sweet","Bass",111,154
4378,"Bitter","Treble",67,119
4379,"Sour","Treble",106,163
4380,"Salty","Treble",89,108
4381,"Sweet","Bass",86,162
4382,"Sour","Treble",124,999
4383,"Sour","Bass",117,222
4384,"Sour","Treble",99,141
4385,"Sour","Treble",NA,151
4386,"Sour","Bass",85,157
4387,"Bitter","Bass",87,131
4388,"Sour","Treble",90,112
4389,"Sour","Treble",110,149
4390,"Sour","Treble",114,164
4391,"Sweet","Bass",93,104
4392,"Bitter","Bass",76,113
4393,"Sour","Bass",116,219
4394,"Sour","Treble",101,164
4395,"Sweet","Bass",86,187
4396,"Sour","Treble",98,142
4397,"Sweet","Bass",115,140
4398,"Sweet","Treble",111,134
4399,"Sour","Bass",121,177
4400,"Sour","Treble",116,108
4401,"Sweet","Bass",150,170
4402,"Sour","Treble",101,70
4403,"Sour","Treble",100,162
4404,"Sour","Treble",109,999
4405,"Sweet","Bass",102,80
4406,"Bitter","Bass",999,98
4407,"Sour","Treble",114,143
4408,"Sweet","Treble",100,147
4409,"Sour","Treble",100,155
4410,"Sour","Treble",120,85
4411,"Sweet","Bass",92,101
4412,"Sour","Treble",90,215
4413,"Sweet","Bass",89,168
4414,"Salty","Bass",999,187
4415,"Sweet","Treble",43,89
4416,"Sweet","Treble",92,999
4417,"Sour","Treble",107,122
4418,"Bitter","Treble",116,143
4419,"Sour","Treble",96,142
4420,"Sour","Treble",122,184
4421,"Sour","Bass",119,179
4422,"Sweet","Bass",122,177
4423,"Sour","Treble",96,143
4424,"Sweet","Bass",NA,111
4425,"Sour","Treble",102,123
4426,"Sour","Bass",100,197
4427,"Sour","Treble",57,109
4428,"Bitter","Treble",95,150
4429,"Salty","Treble",70,101
4430,"Bitter","Bass",83,160
4431,"Sweet","Bass",108,173
4432,"Sour","Bass",117,121
4433,"Sour","Bass",132,161
4434,"Sweet","Bass",106,185
4435,"Sour","Bass",92,113
4436,"Bitter","Treble",107,149
4437,"Sour","Treble",79,97
4438,"Sweet","Bass",83,134
4439,"Sour","Treble",102,141
4440,"Sweet","Bass",104,69
4441,"Sour","Bass",108,109
4442,"Sour","Treble",116,98
4443,"Sour","Treble",86,101
4444,"Sweet","Bass",105,157
4445,"Salty","Treble",95,137
4446,"Salty","Bass",107,145
4447,"Bitter","Bass",136,208
4448,"Sweet","Bass",83,129
4449,"Sweet","Bass",101,106
4450,"Sour","Treble",120,193
4451,"Sweet","Bass",86,125
4452,"Sour","Treble",131,228
4453,"Bitter","Treble",96,999
4454,"Sour","Treble",54,73
4455,"Sweet","Bass",116,103
4456,"Sour","Bass",127,148
4457,"Sour","Treble",89,150
4458,"Sour","Treble",82,75
4459,"Salty","Bass",NA,86
4460,"Sour","Treble",83,257
4461,"Sweet","Bass",94,176
4462,"Sweet","Bass",86,87
4463,"Sweet","Bass",89,97
4464,"Sweet","Bass",117,170
4465,"Sour","Treble",90,107
4466,"Sweet","Bass",119,131
4467,"Sour","Bass",123,183
4468,"Salty","Bass",137,191
4469,"Sweet","Bass",124,156
4470,"Sweet","Bass",77,46
4471,"Sour","Bass",113,999
4472,"Salty","Bass",130,124
4473,"Bitter","Treble",NA,100
4474,"Sour","Bass",110,152
4475,"Bitter","Bass",90,166
4476,"Salty","Treble",81,150
4477,"Bitter","Treble",49,100
4478,"Sour","Bass",999,137
4479,"Sweet","Bass",113,217
4480,"Sour","Treble",118,152
4481,"Sour","Bass",61,143
4482,"Sour","Treble",79,126
4483,"Salty","Treble",81,132
4484,"Sour","Bass",118,114
4485,"Sour","Treble",137,177
4486,"Sour","Treble",94,208
4487,"Sweet","Bass",107,104
4488,"Sweet","Bass",107,176
4489,"Bitter","Treble",69,101
4490,"Sour","Treble",90,113
4491,"Sour","Treble",119,127
4492,"Salty","Treble",89,71
4493,"Sweet","Bass",135,166
4494,"Sour","Treble",92,154
4495,"Sweet","Bass",122,178
4496,"Sour","Bass",115,188
4497,"Sour","Bass",101,140
4498,"Sour","Bass",110,124
4499,"Sour","Treble",71,78
4500,"Sour","Treble",100,159
4501,"Sweet","Treble",86,161
4502,"Sour","Treble",104,125
4503,"Sweet","Treble",119,126
4504,"Salty","Bass",NA,80
4505,"Sour","Treble",106,145
4506,"Bitter","Treble",NA,150
4507,"Sour","Bass",NA,175
4508,"Sour","Treble",101,169
4509,"Sweet","Treble",NA,162
4510,"Bitter","Treble",113,999
4511,"Sour","Treble",92,123
4512,"Sour","Bass",104,156
4513,"Sour","Treble",108,204
4514,"Sour","Treble",97,113
4515,"Sweet","Bass",112,144
4516,"Sweet","Bass",108,999
4517,"Sour","Bass",96,177
4518,"Salty","Bass",118,121
4519,"Sweet","Bass",135,115
4520,"Sweet","Treble",76,999
4521,"Sweet","Treble",66,63
4522,"Sweet","Bass",109,164
4523,"Sweet","Bass",108,116
4524,"Sweet","Bass",99,162
4525,"Sour","Treble",124,999
4526,"Bitter","Treble",80,145
4527,"Sour","Bass",137,176
4528,"Sweet","Bass",113,158
4529,"Sour","Treble",93,161
4530,"Sour","Treble",999,203
4531,"Bitter","Treble",112,140
4532,"Salty","Treble",68,117
4533,"Bitter","Bass",115,172
4534,"Sweet","Treble",109,134
4535,"Sour","Treble",108,182
4536,"Sour","Treble",68,75
4537,"Sweet","Bass",114,121
4538,"Bitter","Bass",143,239
4539,"Sour","Bass",117,141
4540,"Sweet","Bass",62,117
4541,"Sweet","Bass",104,999
4542,"Sweet","Bass",101,158
4543,"Sweet","Bass",68,122
4544,"Sweet","Bass",99,124
4545,"Sweet","Bass",999,179
4546,"Sweet","Bass",85,148
4547,"Sour","Treble",82,99
4548,"Sweet","Treble",126,200
4549,"Sweet","Bass",96,195
4550,"Sour","Bass",130,140
4551,"Sweet","Treble",81,74
4552,"Sour","Treble",102,169
4553,"Salty","Treble",113,180
4554,"Sweet","Treble",99,151
4555,"Salty","Treble",128,117
4556,"Sour","Bass",NA,209
4557,"Sweet","Bass",141,203
4558,"Salty","Treble",999,129
4559,"Sour","Treble",103,77
4560,"Sour","Bass",999,143
4561,"Sweet","Bass",76,999
4562,"Bitter","Treble",73,134
4563,"Bitter","Bass",74,174
4564,"Bitter","Treble",83,122
4565,"Sour","Bass",142,192
4566,"Sour","Treble",94,178
4567,"Bitter","Bass",103,146
4568,"Sour","Treble",99,172
4569,"Bitter","Bass",144,237
4570,"Sweet","Bass",124,206
4571,"Sour","Bass",135,183
4572,"Sweet","Treble",85,126
4573,"Sweet","Bass",87,80
4574,"Sour","Treble",83,115
4575,"Bitter","Treble",73,38
4576,"Sweet","Bass",81,181
4577,"Sour","Treble",109,134
4578,"Sweet","Bass",999,185
4579,"Sour","Treble",87,102
4580,"Sour","Treble",NA,126
4581,"Sweet","Bass",139,125
4582,"Salty","Treble",87,107
4583,"Sour","Treble",999,150
4584,"Sour","Bass",120,183
4585,"Sour","Treble",111,157
4586,"Sweet","Bass",80,167
4587,"Salty","Treble",68,60
4588,"Salty","Bass",92,141
4589,"Sour","Treble",83,124
4590,"Sour","Treble",85,156
4591,"Sour","Treble",115,131
4592,"Sour","Treble",113,151
4593,"Sour","Treble",72,149
4594,"Sour","Bass",92,115
4595,"Sour","Treble",108,224
4596,"Sour","Treble",91,122
4597,"Sweet","Bass",119,177
4598,"Sour","Treble",116,179
4599,"Bitter","Treble",999,169
4600,"Sour","Treble",125,148
4601,"Sweet","Bass",79,113
4602,"Sweet","Treble",93,162
4603,"Sweet","Bass",79,121
4604,"Sour","Treble",123,165
4605,"Sour","Treble",76,157
4606,"Sour","Bass",134,178
4607,"Salty","Bass",106,180
4608,"Sour","Treble",100,75
4609,"Sour","Bass",142,219
4610,"Salty","Treble",95,140
4611,"Sweet","Treble",95,150
4612,"Sour","Treble",97,123
4613,"Sweet","Treble",102,161
4614,"Sour","Bass",88,999
4615,"Bitter","Bass",136,229
4616,"Sour","Treble",118,100
4617,"Sweet","Bass",101,153
4618,"Sweet","Bass",96,156
4619,"Sweet","Bass",999,170
4620,"Sweet","Bass",115,169
4621,"Sweet","Bass",106,133
4622,"Sweet","Treble",72,112
4623,"Sour","Bass",151,999
4624,"Salty","Treble",108,129
4625,"Salty","Bass",92,999
4626,"Sour","Bass",120,209
4627,"Sour","Treble",101,193
4628,"Bitter","Bass",125,157
4629,"Sour","Treble",83,140
4630,"Salty","Treble",112,139
4631,"Sweet","Bass",95,105
4632,"Sour","Treble",112,180
4633,"Sour","Bass",112,136
4634,"Sweet","Bass",118,161
4635,"Salty","Bass",105,149
4636,"Sour","Treble",97,140
4637,"Bitter","Treble",81,96
4638,"Sour","Treble",98,999
4639,"Sour","Treble",102,90
4640,"Sour","Bass",141,154
4641,"Sweet","Bass",71,98
4642,"Sweet","Bass",88,80
4643,"Sweet","Treble",76,121
4644,"Sour","Treble",95,138
4645,"Sour","Bass",127,169
4646,"Sweet","Bass",39,66
4647,"Sweet","Treble",61,28
4648,"Sweet","Bass",81,181
4649,"Sour","Treble",120,160
4650,"Sour","Bass",115,154
4651,"Bitter","Bass",123,132
4652,"Sour","Treble",128,161
4653,"Sour","Treble",97,203
4654,"Salty","Bass",94,100
4655,"Bitter","Treble",81,152
4656,"Bitter","Bass",81,124
4657,"Sweet","Treble",82,100
4658,"Sour","Treble",104,202
4659,"Sour","Treble",121,163
4660,"Sweet","Bass",31,125
4661,"Sweet","Bass",117,184
4662,"Salty","Treble",106,165
4663,"Sweet","Treble",111,999
4664,"Sweet","Treble",96,107
4665,"Sweet","Bass",71,115
4666,"Sour","Treble",110,137
4667,"Sour","Treble",133,999
4668,"Sour","Treble",79,98
4669,"Sweet","Bass",94,127
4670,"Sweet","Treble",102,65
4671,"Sour","Treble",145,224
4672,"Sweet","Treble",51,84
4673,"Sour","Bass",122,139
4674,"Sweet","Treble",96,98
4675,"Salty","Bass",112,152
4676,"Salty","Treble",99,192
4677,"Salty","Treble",112,155
4678,"Sweet","Bass",124,118
4679,"Salty","Bass",103,146
4680,"Sweet","Bass",74,176
4681,"Sour","Treble",126,190
4682,"Bitter","Bass",76,116
4683,"Bitter","Treble",80,133
4684,"Sour","Treble",128,168
4685,"Sour","Treble",107,156
4686,"Sweet","Bass",117,130
4687,"Bitter","Bass",106,174
4688,"Sweet","Treble",NA,105
4689,"Sour","Bass",116,199
4690,"Salty","Bass",112,999
4691,"Salty","Treble",114,175
4692,"Sour","Treble",134,221
4693,"Sour","Bass",NA,170
4694,"Sweet","Bass",66,98
4695,"Sweet","Treble",67,98
4696,"Sour","Treble",90,153
4697,"Salty","Treble",92,111
4698,"Sour","Bass",126,173
4699,"Sweet","Treble",128,190
4700,"Sour","Treble",133,132
4701,"Sour","Treble",80,128
4702,"Sweet","Treble",100,999
4703,"Bitter","Treble",79,102
4704,"Salty","Treble",63,92
4705,"Sweet","Bass",113,144
4706,"Sweet","Bass",94,103
4707,"Bitter","Treble",NA,105
4708,"Bitter","Bass",105,180
4709,"Sweet","Bass",86,106
4710,"Bitter","Treble",111,241
4711,"Bitter","Bass",103,187
4712,"Sweet","Bass",148,204
4713,"Sour","Bass",78,132
4714,"Bitter","Bass",97,148
4715,"Sweet","Bass",NA,178
4716,"Sweet","Bass",92,190
4717,"Sour","Treble",111,235
4718,"Salty","Treble",107,151
4719,"Bitter","Bass",130,999
4720,"Sweet","Bass",97,157
4721,"Sweet","Bass",110,151
4722,"Bitter","Bass",999,148
4723,"Bitter","Bass",121,144
4724,"Sweet","Bass",75,165
4725,"Sour","Treble",94,149
4726,"Sweet","Bass",85,52
4727,"Bitter","Treble",999,115
4728,"Sour","Bass",120,169
4729,"Sweet","Treble",82,146
4730,"Sour","Treble",98,94
4731,"Salty","Bass",135,209
4732,"Sour","Treble",134,152
4733,"Sour","Treble",140,141
4734,"Sweet","Bass",104,999
4735,"Sweet","Bass",113,102
4736,"Sour","Bass",125,205
4737,"Sweet","Bass",139,181
4738,"Bitter","Treble",83,129
4739,"Salty","Treble",112,197
4740,"Salty","Bass",105,172
4741,"Sour","Treble",111,186
4742,"Bitter","Bass",72,134
4743,"Sour","Treble",119,141
4744,"Sour","Treble",116,138
4745,"Sweet","Treble",999,156
4746,"Sour","Treble",87,114
4747,"Sweet","Bass",84,113
4748,"Sweet","Treble",78,139
4749,"Sour","Treble",111,126
4750,"Sweet","Bass",71,148
4751,"Bitter","Treble",85,84
4752,"Salty","Treble",141,119
4753,"Sour","Bass",91,182
4754,"Sour","Treble",113,115
4755,"Sweet","Bass",93,100
4756,"Sour","Bass",100,99
4757,"Sweet","Bass",50,93
4758,"Sour","Treble",102,999
4759,"Sour","Treble",75,105
4760,"Sour","Treble",123,117
